@relation twitter-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-R5-8

@attribute wordcount numeric
@attribute num_key_words numeric
@attribute num_hash numeric
@attribute if_in_reply numeric
@attribute followers_count numeric
@attribute favorites_count numeric
@attribute tweet_count numeric
@attribute num_links numeric
@attribute user_mentions numeric
@attribute symbols_used numeric
@attribute time {late,morning,afternoon,evening}
@attribute user_age numeric
@attribute retweet_count numeric
@attribute favorited_count numeric
@attribute media_freq numeric

@data
0.345205,0.114676,0,0,0.000036,0,0.101109,0.328358,0,0,afternoon,0.277296,0,0.000041,0
0.334749,0.112299,0.095545,0.1,0.000005,0.004613,0.001797,0.288557,0.10452,0,late,0.801948,0.004061,0.000612,0.28
0.462833,0.051693,0.57327,0,0,0,0.214028,0.497512,0,0,late,0.217892,0,0,0
0.527528,0.149138,0.062162,0,0.00005,0.000143,0.027193,0.20398,0.183616,0,afternoon,0.50493,0.014158,0,0.67
0.302075,0.088829,0.184989,0,0.00001,0.001347,0.004791,0.035179,0.192655,0,late,0.009901,0.000075,0,0.2425
0.28247,0.018419,0,0.53,0.000145,0.046873,0.044999,0.00995,0.070621,0,afternoon,0.376262,0.004224,0.00049,0.01
0.456951,0.133096,0.074824,0.04,0.00087,0.000465,0.017943,0.477612,0.038136,0,late,0.623738,0.000098,0.000326,0.01
0.314164,0.064171,0.245194,0.03,0.000011,0.004589,0.000496,0.333333,0.049435,0,afternoon,0.306998,0.039567,0.000286,0.14
0.256984,0.073084,0.079429,0.11,0.000083,0.004732,0.0011,0.149254,0.103107,0,morning,0.207913,0.175356,0.002448,0.27
0.356641,0.033868,0.020721,0.08,0.000199,0.001967,0.014188,0.278607,0.033898,0,afternoon,0.801948,0.000094,0.000163,0.04
0.224963,0.066548,0,0,0.000276,0.006198,0.043945,0.497512,0,0,late,0.455507,0,0,0
0.337036,0.09388,0.043744,0.35,0.000408,0.157008,0.02457,0.19403,0.245763,0,afternoon,0.67328,0.000056,0.001755,0.14
0.530469,0.149733,0.067918,0,0.000203,0.000268,0.00469,0.477612,0.002825,0,morning,0.742545,0.00003,0.000122,0.02
0.623918,0.095663,0,0,0.000002,0,0.002773,0.497512,0,0,morning,0.306998,0,0,0
0.416435,0.175282,0.001151,0.02,0.000014,0.000048,0.000649,0.477612,0.15113,0,late,0.118807,0.000001,0.000326,0
0.328214,0.134284,0.002302,0.15,0.000135,0.040073,0.009075,0.00995,0.090395,0,late,0.445527,0.00112,0.001999,0.1
0.21222,0.010101,0.012663,0,0.000059,0.000006,0.003495,0.41791,0.025424,0,morning,0.148509,0,0.000082,0
0.475903,0.054664,0.021872,0.24,0.000012,0.007336,0.00103,0.089552,0.204802,0,morning,0.3367,0.000543,0.00204,0.18
0.299134,0.111111,0.343041,0,0,0,0.009334,0.497512,0,0,morning,0.396103,0,0,0
0.336056,0.089721,0.006907,0.2,0.000144,0.097304,0.011095,0.104478,0.173729,0,evening,0.029702,0.069154,0.000326,0.16
0.429832,0.155674,0.025325,0.01,0.000009,0.013928,0.001531,0.129353,0.186441,0,afternoon,0.049507,0.023559,0,0.19
0.322006,0.096257,0.05065,0.12,0.000176,0.189083,0.010164,0.144279,0.241525,0,morning,0.158489,0.415718,0.000041,0.22
0.254043,0.038622,0.01036,0.19,0.000123,0.029524,0.01453,0.119403,0.059322,0,late,0.693121,0.000042,0.005712,0.19
0.615422,0.258467,0.094394,0.02,0.000002,0.001329,0.000263,0.059701,0.177966,0,afternoon,0.138648,0.002198,0,0.06
0.332789,0.004753,0.021872,0.01,0.000348,0.00065,0.02638,0.437811,0.008475,0,afternoon,0.554473,0,0.000082,0.04
0.26646,0.059418,0.020721,0.07,0.000088,0.005042,0.003421,0.014925,0.115819,0,afternoon,0.207913,0.004475,0.000857,0.22
0.509231,0.319667,0,0,0.000001,0,0.001139,0,0,0,late,0.019805,0,0.000163,0
0.215324,0.051539,0.002349,0.449,0.000245,0.058554,0.036267,0.055871,0.102331,0,afternoon,0.50493,0.00034,0.005019,0.06123
0.371671,0.118835,0,0,0,0,0.000001,0,0,0,late,0.029702,0,0,0
0.386702,0.090909,0.048348,0.03,0.000015,0.001234,0.002848,0.40796,0.114407,0,morning,0.811928,0.004808,0.000082,0.24
0.275935,0.033274,0.034534,0.05,0.000009,0.005513,0.000785,0.248756,0.148305,0,afternoon,0.178211,0.070571,0,0.45
0.358602,0.094474,0.004605,0,0.038823,0.030031,0.082522,0.497512,0.002825,0,evening,0.811928,0.000015,0.0051,0.97
0.205359,0.003565,0.062162,0.28,0.000362,0.025913,0.024979,0.159204,0.196328,0,afternoon,0.67328,0.002681,0.001346,0.49
0.380167,0.14795,0.014965,0.25,0.000268,0.002449,0.01085,0.089552,0.111582,0,morning,0.881193,0.00188,0.001061,0.07
0.363176,0.07546,0,0,0.000023,0,0.001858,0.497512,0,0,evening,0.207913,0,0,0
0.446169,0.130719,0.036837,0.02,0.000198,0.00006,0.005597,0.567164,0.035311,0,morning,0.693121,0,0.000245,0.06
0.314818,0.136067,0.333832,0,0,0,0.000559,0.497512,0,0,late,0.009901,0,0,0
0.347165,0.056625,0.069069,0,0.000045,0.0018,0.003457,0.175622,0.099703,0,afternoon,0.702982,0.022989,0.000041,0.6589
0.170201,0.099049,0,0.6667,0,0,0.000001,0,0.094167,0,morning,0.009901,0,0,0
0.320372,0.060012,0.001151,0.16,0.000132,0.037069,0.007824,0.004975,0.108757,0,afternoon,0.316859,0.026374,0.000449,0.3
0.421663,0.143791,0.063313,0.01,0.00006,0.002008,0.000625,0.233831,0.213277,0,late,0.03961,0.013184,0.000122,0.15
0.650384,0.177065,0.048164,0.09184,0.000014,0.004821,0.001422,0.020308,0.196045,0,evening,0.445527,0.00283,0.000041,0.2245
0.265806,0.098633,0.345344,0,0,0,0.000331,0.497512,0,0,afternoon,0.019805,0,0.000082,0
0.33867,0.088532,0.034534,0.2,0.000214,0.047773,0.000616,0.208955,0.080508,0,late,0.019805,0.000004,0.005182,0.11
0.252736,0.033274,0.003453,0.21,0.00009,0.011693,0.019048,0.014925,0.090395,0,afternoon,0.237614,0.020392,0.001224,0.21
0.324293,0.11943,0.018418,0.31,0.000045,0.031765,0.000159,0.074627,0.173729,0,late,0.019805,0.007527,0.00049,0.15
0.307956,0.013072,0,0.21,0.000083,0.001424,0.013524,0.0199,0.118644,0,late,0.386123,0.001646,0.000653,0.09
0.330175,0.029709,0.101301,0.07,0.000047,0.008564,0.000531,0.074627,0.165254,0,afternoon,0.178211,0.001147,0.00049,0.21
0.486032,0.064944,0.053413,0,0.000193,0.003379,0.01128,0.061592,0.183475,0,late,0.445527,0.002044,0,0.3093
0.384741,0.038622,0.026476,0.03,0.000029,0.004637,0.002451,0.00995,0.114407,0,afternoon,0.198052,0.000492,0.000612,0.33
0.373305,0.101604,0.084034,0.19,0.000071,0.000727,0.000847,0.218905,0.112994,0,afternoon,0.683141,0.058814,0.00204,0.08
0.376572,0.049911,0.069069,0,0.000045,0.001561,0.003264,0.462687,0.042373,0,morning,0.405964,0.000002,0,0
0.329848,0.129531,0.019569,0.06,0.000013,0.00056,0.000143,0.059701,0.10452,0,morning,0.019805,0.018975,0.002897,0.48
0.299461,0.114082,0.189939,0,0.000035,0.000149,0.0002,0.492537,0.035311,0,late,0.03961,0.000081,0.001306,0.03
0.45107,0.145573,0.104754,0.02,0.001076,0.001645,0.001751,0.288557,0.252825,0,morning,0.643578,0.000032,0.00306,0.52
0.243261,0.057041,0.039139,0.5,0.000002,0.002408,0.000109,0,0.153955,0,late,0.178211,0.043351,0.001061,0.19
0.588956,0.080214,0.044895,0.09,0.000189,0.011991,0.069814,0.064677,0.214689,0,evening,0.118807,0.000881,0.000082,0.18
0.546479,0.084967,0.10015,0,0.000433,0.15702,0.027066,0.144279,0.199153,0,morning,0.148509,0.000245,0.002489,0.49
0.196537,0.056863,0.026004,0.03226,0.005687,0.006407,0.00643,0.010701,0.016709,0,late,0.32672,0.004247,0.02848,0.07527
0.318412,0.037813,0.02559,0.2021,0.000045,0.000083,0.004994,0.035179,0.105579,0,afternoon,0.32672,0.018382,0.000163,0.4647
0.314818,0.105169,0.345344,0,0.000001,0.000006,0.022898,0.497512,0,0,morning,0.356422,0,0,0
0.344552,0.077837,0.282031,0,0.003646,0.000912,0.016482,0.303483,0,0,late,0.386123,0.000001,0.000286,0.51
0.291619,0.109923,0.023023,0.4,0.000052,0.004035,0.000197,0.024876,0.152542,0,late,0.178211,0.006497,0.003387,0.26
0.472308,0.031194,0.433406,0,0.001436,0.000191,0.111232,0.497512,0.00565,0,late,0.049507,0.000012,0.000571,0.02
0.174318,0.055258,0.002302,0.45,0.000368,0.028779,0.02219,0.039801,0.108757,0,late,0.465368,0.013942,0.00253,0.13
0.33867,0.139632,0.34189,0,0.000001,0,0.000215,0.497512,0,0,late,0.049507,0,0.00053,0
0.455318,0.178253,0.054104,0.09,0.000034,0.000405,0.002309,0.278607,0.077684,0,late,0.920756,0.001537,0.001306,0.03
0.466427,0.184789,0.009209,0,0.000289,0.006818,0.039899,0.164179,0.221751,0,evening,0.386123,0.018701,0,0.29
0.460546,0.010695,0.232531,0,0.000359,0.000429,0.004837,0.995025,0.141243,0,late,0.396103,0,0,0
0.418722,0.052585,0.074824,0,0.00025,0.000524,0.432919,0.482587,0,0,late,0.475229,0,0.000122,1
0.487992,0.130719,0.19109,0,0.00051,0.00627,0.160356,0.457711,0.245763,0,late,0.3367,0.000111,0,0.17
0.388662,0.120024,0.079429,0.26,0.000035,0.001645,0.000994,0.233831,0.149718,0,late,0.227753,0.003316,0.00053,0.25
0.32364,0.088532,0.26131,0,0.000185,0,0.013054,0.368159,0,0,late,0.366401,0,0.000653,0.37
0.50825,0.093286,0.134684,0,0.000004,0,0.017572,0,0,0,morning,0.009901,0.000001,0,1
0.314818,0.095663,0.155405,0.06,0.000168,0.000417,0.000881,0.268657,0.111582,0,morning,0.207913,0.000029,0.002081,0.39
0.302728,0.060012,0.088638,0.07,0.000003,0.000036,0.000248,0.373134,0.05791,0,morning,0.207913,0.000002,0.000082,0.06
0.385721,0.060606,0.001151,0.06,0.000088,0.010811,0.00244,0.38806,0.224576,0,late,0.178211,0.00361,0.000898,0.11
0.417089,0.022579,0.048348,0.06,0.000023,0.000816,0.000925,0.089552,0.112994,0,morning,0.138648,0.001655,0.000041,0.08
0.395197,0.071895,0.048348,0.22,0.000073,0.000423,0.009004,0.124378,0.148305,0,late,0.455507,0.024125,0.000041,0.29
0.581441,0.22757,0.071371,0.35,0.000016,0.000876,0.002401,0.049751,0.09887,0,afternoon,0.138648,0.000285,0.001755,0.1
0.557589,0.060012,0.017267,0,0.000043,0.000012,0.024115,0.353234,0.149718,0,afternoon,0.16835,0.000173,0,0.62
0.429832,0.106952,0,0,0.000012,0.002223,0.000434,0.497512,0.124294,0,afternoon,0.227753,0,0.000326,0
0.386048,0.077243,0.086336,0,0.000118,0.00124,0.015471,0.159204,0.125706,0,afternoon,0.257455,0.001462,0.000367,0.5
